SYMBOL	PROBEID	CHR	STRAND	CHRLOCSTART	CHRLOCEND	GENENAME
Ptprt	ILMN_1239565	2	-	-161527623	-162661147	protein tyrosine phosphatase, receptor type, T
Prdx6	ILMN_2623947	1	-	-161240112	-161251166	peroxiredoxin 6
Klhl20	ILMN_2725780	1	-	-161088378	-161131479	kelch-like 20
Dars2	ILMN_2474182	1	-	-161040613	-161070632	aspartyl-tRNA synthetase 2 (mitochondrial)
Zbtb37	ILMN_2435592	1	-	-161017756	-161034259	zinc finger and BTB domain containing 37
Chd6	ILMN_1241485	2	-	-160946978	-161109056	chromodomain helicase DNA binding protein 6
Emilin3	ILMN_2692258	2	-	-160906438	-160912328	elastin microfibril interfacer 3
Gja6	ILMN_2946541	X	-	-160902116	-160907052	gap junction protein, alpha 6
Cdkl5	ILMN_1246900	X	-	-160784308	-160994681	cyclin-dependent kinase-like 5
Zhx3	ILMN_2502623	2	-	-160770447	-160872990	zinc fingers and homeoboxes 3
Ppef1	ILMN_1235025	X	-	-160623094	-160719972	protein phosphatase with EF hand calcium-binding domain 1
Mafb	ILMN_2766651	2	-	-160363677	-160367065	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)
Gm826	ILMN_3007971	2	-	-160311401	-160327494	predicted gene 826
Rabgap1l	ILMN_1214241	1	-	-160256572	-160792938	RAB GTPase activating protein 1-like
Cacybp	ILMN_2638958	1	-	-160202367	-160212892	calcyclin binding protein
Pdha1	ILMN_2679851	X	-	-160122219	-160138336	pyruvate dehydrogenase E1 alpha 1
Tnn	ILMN_2416178	1	-	-160085032	-160153575	tenascin N
4930562F07Rik	ILMN_2637219	1	-	-160074735	-160077985	RIKEN cDNA 4930562F07 gene
Pappa2	ILMN_1229663	1	-	-158711731	-158957438	pappalysin 2
9430008C03Rik	ILMN_1235519	2	-	-158353700	-158361522	RIKEN cDNA 9430008C03 gene
Brinp2	ILMN_1253269	1	-	-158245269	-158356260	bone morphogenic protein/retinoic acid inducible neural-specific 2
D630003M21Rik	ILMN_2677541	2	-	-158195748	-158229224	RIKEN cDNA D630003M21 gene
Tgm2	ILMN_2692615	2	-	-158116405	-158146392	transglutaminase 2, C polypeptide
Lrrc7	ILMN_3151444	3	-	-158084439	-158562221	leucine rich repeat containing 7
Srsf11	ILMN_1222584	3	-	-158010493	-158036639	serine/arginine-rich splicing factor 11
Tti1	ILMN_1234604	2	-	-157981803	-158009360	TELO2 interacting protein 1
Cth	ILMN_2662719	3	-	-157894248	-157925063	cystathionase (cystathionine gamma-lyase)
Cnksr2	ILMN_1214405	X	-	-157821573	-158043110	connector enhancer of kinase suppressor of Ras 2
Yy2	ILMN_2594376	X	-	-157566119	-157568985	Yy2 transcription factor
Blcap	ILMN_2705802	2	-	-157556362	-157566361	bladder cancer associated protein homolog (human)
Mbtps2	ILMN_1235967	X	-	-157547822	-157598715	membrane-bound transcription factor peptidase, site 2
Sms	ILMN_1217489	X	-	-157443954	-157492046	spermine synthase
Ghrh	ILMN_1253853	2	-	-157329496	-157346655	growth hormone releasing hormone
Mroh8	ILMN_3026244	2	-	-157208550	-157279549	maestro heat-like repeat family member 8
Rbl1	ILMN_1240408	2	-	-157174996	-157204534	retinoblastoma-like 1 (p107)
Phex	ILMN_1243830	X	-	-157162075	-157415286	phosphate regulating gene with homologies to endopeptidases on the X chromosome (hypophosphatemia, vitamin D resistant rickets)
Rasal2	ILMN_1217344	1	-	-157135183	-157412595	RAS protein activator like 2
Tex35	ILMN_1247752	1	-	-157099148	-157108645	testis expressed 35
Samhd1	ILMN_1221736	2	-	-157097529	-157135222	SAM domain and HD domain, 1
Soga1	ILMN_2462456	2	-	-157010442	-157079265	suppressor of glucose, autophagy associated 1
Dsn1	ILMN_2989480	2	-	-156995062	-157007075	DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)
Ndrg3	ILMN_2740628	2	-	-156927342	-156992111	N-myc downstream regulated gene 3
Sla2	ILMN_1236595	2	-	-156872922	-156887078	Src-like-adaptor 2
5430405H02Rik	ILMN_2498143	2	-	-156852403	-156862945	RIKEN cDNA 5430405H02 gene
Ralgps2	ILMN_1232452	1	-	-156804166	-156939626	Ral GEF with PH domain and SH3 binding motif 2
Fam20b	ILMN_1247603	1	-	-156678571	-156718910	family with sequence similarity 20, member B
Tor3a	ILMN_2422743	1	-	-156653617	-156674339	torsin family 3, member A
Soat1	ILMN_1248510	1	-	-156428108	-156474328	sterol O-acyltransferase 1
2900097C17Rik	ILMN_1227592	2	-	-156388063	-156392979	RIKEN cDNA 2900097C17 gene
Scand1	ILMN_1223960	2	-	-156311846	-156312704	SCAN domain-containing 1
Tdrd5	ILMN_2526606	1	-	-156255296	-156303348	tudor domain containing 5
Samd11	ILMN_1216690	4	-	-156246966	-156255338	sterile alpha motif domain containing 11
Klhl17	ILMN_2924601	4	-	-156229044	-156234857	kelch-like 17
Plekhn1	ILMN_2610731	4	-	-156221456	-156228542	pleckstrin homology domain containing, family N member 1
Isg15	ILMN_1256257	4	-	-156199424	-156200818	ISG15 ubiquitin-like modifier
Agrn	ILMN_2674367	4	-	-156165290	-156197488	agrin
Rbm39	ILMN_2646456	2	-	-156147241	-156180240	RNA binding motif protein 39
Nfs1	ILMN_1249158	2	-	-156123637	-156144186	nitrogen fixation gene 1 (S. cerevisiae)
Rbm12	ILMN_1221822	2	-	-156094882	-156111965	RNA binding motif protein 12
Fam163a	ILMN_2890145	1	-	-156075966	-156087888	family with sequence similarity 163, member A
Cpne1	ILMN_1223998	2	-	-156071841	-156111965	copine I
Ttll10	ILMN_1217917	4	-	-156034837	-156050817	tubulin tyrosine ligase-like family, member 10
Fer1l4	ILMN_2724298	2	-	-156019140	-156052947	fer-1-like 4 (C. elegans)
Tor1aip1	ILMN_2751215	1	-	-156004599	-156036480	torsin A interacting protein 1
6430550D23Rik	ILMN_1250064	2	-	-156000443	-156007977	RIKEN cDNA 6430550D23 gene
B3galt6	ILMN_2488783	4	-	-155989466	-155992678	UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6
Gdf5	ILMN_1256083	2	-	-155941025	-155945364	growth differentiation factor 5
Pusl1	ILMN_1260144	4	-	-155888860	-155891762	pseudouridylate synthase-like 1
Gltpd1	ILMN_2939377	4	-	-155864723	-155869440	glycolipid transfer protein domain containing 1
Tas1r3	ILMN_2593836	4	-	-155859270	-155863353	taste receptor, type 1, member 3
Uqcc	ILMN_1236994	2	-	-155846886	-155930310	ubiquinol-cytochrome c reductase complex chaperone, CBP3 homolog (yeast)
Cep350	ILMN_1222118	1	-	-155844964	-155973255	centrosomal protein 350
Fam83c	ILMN_2630707	2	-	-155829183	-155834854	family with sequence similarity 83, member C
Eif6	ILMN_1220294	2	-	-155819837	-155826925	eukaryotic translation initiation factor 6
BC029722	ILMN_2486694	2	-	-155817732	-155819203	cDNA sequence BC029722
Tmem88b	ILMN_1238295	4	-	-155781591	-155785874	transmembrane protein 88B
Qsox1	ILMN_1239077	1	-	-155778155	-155812899	quiescin Q6 sulfhydryl oxidase 1
Vwa1	ILMN_1225566	4	-	-155768495	-155774561	von Willebrand factor A domain containing 1
Atad3a	ILMN_2826709	4	-	-155740640	-155761098	ATPase family, AAA domain containing 3A
Lhx4	ILMN_2770659	1	-	-155701694	-155742027	LIM homeobox protein 4
Edem2	ILMN_1237028	2	-	-155701673	-155729475	ER degradation enhancer, mannosidase alpha-like 2
Mib2	ILMN_2769393	4	-	-155654472	-155669254	mindbomb homolog 2 (Drosophila)
Mmp23	ILMN_1237364	4	-	-155650655	-155653384	matrix metallopeptidase 23
Trpc4ap	ILMN_1225522	2	-	-155634277	-155692384	transient receptor potential cation channel, subfamily C, member 4 associated protein
Ptchd1	ILMN_2720158	X	-	-155569736	-155623327	patched domain containing 1
Gss	ILMN_1227649	2	-	-155563183	-155592706	glutathione synthetase
Ggt7	ILMN_1213289	2	-	-155490380	-155514846	gamma-glutamyltransferase 7
Ncoa6	ILMN_1217617	2	-	-155390656	-155440783	nuclear receptor coactivator 6
Gabrd	ILMN_2698299	4	-	-155384979	-155398069	gamma-aminobutyric acid (GABA) A receptor, subunit delta
Prdx4	ILMN_2717045	X	-	-155323920	-155338454	peroxiredoxin 4
Pigu	ILMN_2730074	2	-	-155278252	-155357424	phosphatidylinositol glycan anchor biosynthesis, class U
Xpr1	ILMN_1214765	1	-	-155275657	-155417444	xenotropic and polytropic retrovirus receptor 1
Prkcz	ILMN_1221045	4	-	-155260120	-155361391	protein kinase C, zeta
Sat1	ILMN_1213020	X	-	-155213139	-155216409	spermidine/spermine N1-acetyl transferase 1
Ski	ILMN_2488360	4	-	-155154075	-155222535	ski sarcoma viral oncogene homolog (avian)
1700042B14Rik	ILMN_2676754	X	-	-155124981	-155147849	RIKEN cDNA 1700042B14 gene
Ier5	ILMN_2642275	1	-	-155096367	-155099636	immediate early response 5
Magea1	ILMN_1223576	X	-	-155088519	-155089790	melanoma antigen, family A, 1
Fpgt	ILMN_2637156	3	-	-155084919	-155093378	fucose-1-phosphate guanylyltransferase
Rer1	ILMN_2935789	4	-	-155074112	-155086297	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
Ahcy	ILMN_1237919	2	-	-155059312	-155074497	S-adenosylhomocysteine hydrolase
Magea5	ILMN_1233373	X	-	-155053061	-155061553	melanoma antigen, family A, 5
Magea2	ILMN_1223576	X	-	-155027201	-155033292	melanoma antigen, family A, 2
Magea8	ILMN_2687002	X	-	-154985775	-154995850	melanoma antigen, family A, 8
Plch2	ILMN_2925433	4	-	-154983115	-155010984	phospholipase C, eta 2
Magea3	ILMN_1244151	X	-	-154948463	-154949569	melanoma antigen, family A, 3
Magea6	ILMN_1244151	X	-	-154924012	-154926115	melanoma antigen, family A, 6
Tnfrsf14	ILMN_2426949	4	-	-154922210	-154928077	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)
Fam213b	ILMN_1238542	4	-	-154896430	-154899043	family with sequence similarity 213, member B
Gm16390	ILMN_2967254	X	-	-154886803	-154890267	predicted gene 16390
Eif2s2	ILMN_1256795	2	-	-154871410	-154892906	eukaryotic translation initiation factor 2, subunit 2 (beta)
Tnni3k	ILMN_1254265	3	-	-154786291	-155055407	TNNI3 interacting kinase
Actrt2	ILMN_1215558	4	-	-154666428	-154667867	actin-related protein T2
Pxmp4	ILMN_2688639	2	-	-154587044	-154603673	peroxisomal membrane protein 4
Tyw3	ILMN_2759003	3	-	-154576520	-154597098	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)
Samt2	ILMN_3160454	X	-	-154575228	-154579330	spermatogenesis associated multipass transmembrane protein 2
E2f1	ILMN_1231138	2	-	-154559639	-154569852	E2F transcription factor 1
Necab3	ILMN_2775695	2	-	-154544405	-154558853	N-terminal EF-hand calcium binding protein 3
Cacna1e	ILMN_2756414	1	-	-154392519	-154725920	calcium channel, voltage-dependent, R type, alpha 1E subunit
Snta1	ILMN_2734142	2	-	-154376314	-154408084	syntrophin, acidic 1
Cdk5rap1	ILMN_1249441	2	-	-154335386	-154372719	CDK5 regulatory subunit associated protein 1
Prdm16	ILMN_2513922	4	-	-154316125	-154636873	PR domain containing 16
Lhx8	ILMN_2454905	3	-	-154306294	-154330560	LIM homeobox protein 8
Arhgef16	ILMN_1239332	4	-	-154278470	-154299895	Rho guanine nucleotide exchange factor (GEF) 16
Tprgl	ILMN_1255745	4	-	-154157485	-154160684	transformation related protein 63 regulated like
Gm16445	ILMN_1249291	X	-	-154152571	-154156887	predicted pseudogene 16445
Trp73	ILMN_1236930	4	-	-154056249	-154140208	transformation related protein 73
Ccdc27	ILMN_3064339	4	-	-154026644	-154042677	coiled-coil domain containing 27
Smim1	ILMN_2893564	4	-	-154020470	-154026044	small integral membrane protein 1
Dffb	ILMN_2608441	4	-	-153964449	-153975081	DNA fragmentation factor, beta subunit
Acadm	ILMN_1256019	3	-	-153922353	-153944643	acyl-Coenzyme A dehydrogenase, medium chain
Rabggtb	ILMN_2589819	3	-	-153907289	-153912966	RAB geranylgeranyl transferase, b subunit
Msh4	ILMN_2812016	3	-	-153857147	-153906138	mutS homolog 4 (E. coli)
Sun5	ILMN_2723751	2	-	-153856190	-153871084	Sad1 and UNC84 domain containing 5
2510003D18Rik	ILMN_1243183	3	-	-153850374	-153852424	RIKEN cDNA 2510003D18 gene
5830403L16Rik	ILMN_1237653	1	-	-153849542	-153851195	RIKEN cDNA 5830403L16 gene
Rgsl1	ILMN_1220565	1	-	-153779387	-153844141	regulator of G-protein signaling like 1
Kctd12b	ILMN_1220300	X	-	-153685154	-153696280	potassium channel tetramerisation domain containing 12b
Commd7	ILMN_1229682	2	-	-153616930	-153632781	COMM domain containing 7
Npl	ILMN_1231465	1	-	-153503016	-153549714	N-acetylneuraminate pyruvate lyase
Dhx9	ILMN_2629748	1	-	-153455758	-153487660	DEAH (Asp-Glu-Ala-His) box polypeptide 9
8430427H17Rik	ILMN_2615026	2	-	-153407461	-153529971	RIKEN cDNA 8430427H17 gene
E330020D12Rik	ILMN_2526595	1	-	-153404186	-153414233	Riken cDNA E330020D12 gene
Ajap1	ILMN_1231205	4	-	-153373221	-153482830	adherens junction associated protein 1
Plagl2	ILMN_1243885	2	-	-153227769	-153241358	pleiomorphic adenoma gene-like 2
Tspyl3	ILMN_1224816	2	-	-153222370	-153225441	TSPY-like 3
Lamc1	ILMN_2774596	1	-	-153218922	-153332786	laminin, gamma 1
St6galnac3	ILMN_3162403	3	-	-153202509	-153725133	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
Lamc2	ILMN_1228148	1	-	-153122756	-153186447	laminin, gamma 2
Mageh1	ILMN_1234322	X	-	-153036166	-153037563	melanoma antigen, family H, 1
Pdrg1	ILMN_1249417	2	-	-153008890	-153015383	p53 and DNA damage regulated 1
Dusp15	ILMN_2648508	2	-	-152944933	-152951405	dual specificity phosphatase-like 15
Foxs1	ILMN_2935157	2	-	-152931898	-152933208	forkhead box S1
Smg7	ILMN_1215748	1	-	-152836995	-152902646	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)
Bcl2l1	ILMN_2647885	2	-	-152780668	-152831682	BCL2-like 1
Defb25	ILMN_3160561	2	-	-152622356	-152623053	defensin beta 25
Shroom2	ILMN_1248608	X	-	-152609509	-152769461	shroom family member 2
Defb45	ILMN_3162301	2	-	-152593191	-152596485	defensin beta 45
Defb19	ILMN_2742279	2	-	-152576086	-152580312	defensin beta 19
Defb29	ILMN_2688452	2	-	-152538714	-152540041	defensin beta 29
Rgl1	ILMN_2603944	1	-	-152517530	-152625111	ral guanine nucleotide dissociation stimulator,-like 1
Defb26	ILMN_3161354	2	-	-152507756	-152511736	defensin beta 26
Defb22	ILMN_2831388	2	-	-152485666	-152490138	defensin beta 22
Ak5	ILMN_2499914	3	-	-152462815	-152668140	adenylate kinase 5
Defb23	ILMN_3160185	2	-	-152459055	-152464620	defensin beta 23
Zcchc3	ILMN_1248465	2	-	-152411956	-152415044	zinc finger, CCHC domain containing 3
Sox12	ILMN_1227128	2	-	-152393612	-152398046	SRY-box containing gene 12
Kcnab2	ILMN_2724785	4	-	-152390740	-152477549	potassium voltage-gated channel, shaker-related subfamily, beta member 2
Tsen15	ILMN_1243752	1	-	-152370736	-152386682	tRNA splicing endonuclease 15 homolog (S. cerevisiae)
Nrsn2	ILMN_1231743	2	-	-152368758	-152376566	neurensin 2
Gpr173	ILMN_1256819	X	-	-152344646	-152368111	G-protein coupled receptor 173
Trib3	ILMN_1225528	2	-	-152337425	-152344060	tribbles homolog 3 (Drosophila)
Tspyl2	ILMN_1216663	X	-	-152336852	-152342484	TSPY-like 2
Rbck1	ILMN_1214070	2	-	-152316334	-152332639	RanBP-type and C3HC4-type zinc finger containing 1
Rnf207	ILMN_1237330	4	-	-152307023	-152318625	ring finger protein 207
Hes3	ILMN_2701992	4	-	-152285972	-152291662	hairy and enhancer of split 3 (Drosophila)
Fam73a	ILMN_2713004	3	-	-152273460	-152340407	family with sequence similarity 73, member A
Nexn	ILMN_2620563	3	-	-152236984	-152266320	nexilin
Dnajb4	ILMN_2614246	3	-	-152183955	-152210299	DnaJ (Hsp40) homolog, subfamily B, member 4
Espn	ILMN_2731578	4	-	-152120876	-152152207	espin
Gipc2	ILMN_2798138	3	-	-152093841	-152165900	GIPC PDZ domain containing family, member 2
Tas1r1	ILMN_1220280	4	-	-152027914	-152038490	taste receptor, type 1, member 1
Ribc1	ILMN_2688533	X	-	-152004584	-152016295	RIB43A domain with coiled-coils 1
Phf13	ILMN_2882078	4	-	-151989631	-151996179	PHD finger protein 13
Thap3	ILMN_2652425	4	-	-151982638	-151988986	THAP domain containing, apoptosis associated protein 3
Fam110a	ILMN_2686097	2	-	-151969398	-151980219	family with sequence similarity 110, member A
1700025G04Rik	ILMN_2669982	1	-	-151884524	-152090320	RIKEN cDNA 1700025G04 gene
Ptgfr	ILMN_2745394	3	-	-151798610	-151837528	prostaglandin F receptor
Camta1	ILMN_2478202	4	-	-151790572	-151861768	calmodulin binding transcription activator 1
Ifi44l	ILMN_2645225	3	-	-151758737	-151762891	interferon-induced protein 44 like
Ifi44	ILMN_2670987	3	-	-151730923	-151749959	interferon-induced protein 44
Psmf1	ILMN_1233929	2	-	-151716062	-151741293	proteasome (prosome, macropain) inhibitor subunit 1
Rfc3	ILMN_2543834	5	-	-151642824	-151651208	replication factor C (activator 1) 3
Snph	ILMN_1234340	2	-	-151590550	-151632533	syntaphilin
Vmn2r18	ILMN_2530411	5	-	-151561661	-151586924	vomeronasal 2, receptor 18
4921509C19Rik	ILMN_1234561	2	-	-151470542	-151476151	RIKEN cDNA 4921509C19 gene
Rnf2	ILMN_1223375	1	-	-151469406	-151500823	ring finger protein 2
Swt1	ILMN_1236716	1	-	-151367699	-151428435	SWT1 RNA endoribonuclease homolog (S. cerevisiae)
A230072E10Rik	ILMN_2587676	X	-	-151313335	-151341879	RIKEN cDNA A230072E10 gene
Tsr2	ILMN_2693454	X	-	-151087094	-151096543	TSR2 20S rRNA accumulation
Vamp3	ILMN_2881477	4	-	-151047305	-151057953	vesicle-associated membrane protein 3
Stard13	ILMN_1232083	5	-	-151037515	-151190193	StAR-related lipid transfer (START) domain containing 13
Nanp	ILMN_2629922	2	-	-151029685	-151039379	N-acetylneuraminic acid phosphatase
Per3	ILMN_1257393	4	-	-151003655	-151044622	period circadian clock 3
Gnl3l	ILMN_2609716	X	-	-150983133	-151017322	guanine nucleotide binding protein-like 3 (nucleolar)-like
Ninl	ILMN_1226382	2	-	-150934519	-151009398	ninein-like
Park7	ILMN_2728754	4	-	-150897133	-150909921	Parkinson disease (autosomal recessive, early onset) 7
Abhd12	ILMN_2774267	2	-	-150832515	-150904731	abhydrolase domain containing 12
Maged2	ILMN_2600565	X	-	-150806421	-150814339	melanoma antigen, family D, 2
Vsx1	ILMN_2511563	2	-	-150680702	-150689137	visual system homeobox 1 homolog (zebrafish)
Tro	ILMN_1235530	X	-	-150645303	-150657436	trophinin
N4bp2l2	ILMN_1229984	5	-	-150635973	-150665612	NEDD4 binding protein 2-like 2
Slc45a1	ILMN_3163567	4	-	-150629396	-150652174	solute carrier family 45, member 1
Acss1	ILMN_2628174	2	-	-150618111	-150668240	acyl-CoA synthetase short-chain family member 1
Apmap	ILMN_2799667	2	-	-150583081	-150608523	adipocyte plasma membrane associated protein
N4bp2l1	ILMN_1224250	5	-	-150571643	-150594525	NEDD4 binding protein 2-like 1
Apex2	ILMN_1240188	X	-	-150571507	-150588149	apurinic/apyrimidinic endonuclease 2
Hmcn1	ILMN_1245853	1	-	-150562502	-150993435	hemicentin 1
Gm5	ILMN_1217537	5	-	-150499747	-150502219	predicted gene 5
Zfp345	ILMN_3160534	2	-	-150470991	-150485063	zinc finger protein 345
Prg4	ILMN_1228511	1	-	-150449412	-150466165	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)
Tmem29	ILMN_1224699	X	-	-150408578	-150440905	transmembrane protein 29
BC003331	ILMN_2719794	1	-	-150361311	-150393055	cDNA sequence BC003331
3300002I08Rik	ILMN_1238502	2	-	-150310937	-150362765	RIKEN cDNA 3300002I08 gene
Car6	ILMN_1257323	4	-	-150187016	-150201135	carbonic anhydrase 6
Zfp120	ILMN_2441968	2	-	-150114407	-150136678	zinc finger protein 120
7530420F21Rik	ILMN_2737444	1	-	-150076661	-150099766	RIKEN cDNA 7530420F21 gene
H6pd	ILMN_1244188	4	-	-149979481	-150009023	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
Spsb1	ILMN_1224336	4	-	-149896284	-149955006	splA/ryanodine receptor domain and SOCS box containing 1
Pla2g4a	ILMN_2606027	1	-	-149829622	-149961284	phospholipase A2, group IVA (cytosolic, calcium-dependent)
Slc25a33	ILMN_2761046	4	-	-149744036	-149774267	solute carrier family 25, member 33
Tmem201	ILMN_1250036	4	-	-149724864	-149738036	transmembrane protein 201
Pik3cd	ILMN_2655112	4	-	-149649168	-149701629	phosphatidylinositol 3-kinase catalytic delta polypeptide
Hsph1	ILMN_2716098	5	-	-149616845	-149636315	heat shock 105kDa/110kDa protein 1
Nmnat1	ILMN_2502596	4	-	-149468787	-149485142	nicotinamide nucleotide adenylyltransferase 1
Rbp7	ILMN_1218914	4	-	-149449702	-149454968	retinol binding protein 7, cellular
Ube4b	ILMN_2935999	4	-	-149328416	-149426631	ubiquitination factor E4B, UFD2 homolog (S. cerevisiae)
Kif1b	ILMN_1239729	4	-	-149233734	-149307698	kinesin family member 1B
Gm8615	ILMN_2538615	5	-	-149154128	-149156192	glucosamine-6-phosphate deaminase 1 pseudogene
Pgd	ILMN_2712066	4	-	-149149985	-149166707	phosphogluconate dehydrogenase
Apitd1	ILMN_2983714	4	-	-149128349	-149137600	apoptosis-inducing, TAF9-like domain 1
Cort	ILMN_1226607	4	-	-149125191	-149126741	cortistatin
Hmgb1	ILMN_1219433	5	-	-149047227	-149053037	high mobility group box 1
Dennd5b	ILMN_2700354	6	-	-148988069	-149101680	DENN/MADD domain containing 5B
Pex14	ILMN_2650751	4	-	-148960535	-149099812	peroxisomal biogenesis factor 14
Fam60a	ILMN_1235392	6	-	-148921059	-148946432	family with sequence similarity 60, member A
Cst3	ILMN_1257575	2	-	-148871732	-148875468	cystatin C
Katnal1	ILMN_2971577	5	-	-148871584	-148928647	katanin p60 subunit A-like 1
9230104L09Rik	ILMN_2722414	2	-	-148846714	-148850934	RIKEN cDNA 9230104L09 gene
Caprin2	ILMN_1256629	6	-	-148842512	-148896126	caprin family member 2
Lphn2	ILMN_2651261	3	-	-148815586	-148954635	latrophilin 2
